,日期,单品名称,批发价格(元/千克)_否,销售单价(元/千克)_否,销量(千克)_否,损耗率(%)_否
13506,2021-05-02,螺丝椒,6.64,11.0,7.396,10.18
13507,2021-05-02,西兰花,3.62,6.0,25.303,9.26
13513,2021-05-02,青茄子(1),4.45,8.0,1.854,5.01
13515,2021-05-02,高瓜(1),5.88,12.0,1.937,29.25
13518,2021-05-03,上海青,3.0900000000000003,5.0,12.39,14.43
13520,2021-05-03,云南油麦菜,4.24,7.0,16.853,12.81
13521,2021-05-03,云南生菜,4.2,6.0,26.792,15.25
13522,2021-05-03,净藕(1),7.2,10.0,17.666,5.54
13524,2021-05-03,圆茄子(2),4.1,6.6,1.247,6.71
13527,2021-05-03,奶白菜,1.32,1.6000000000000003,22.537,15.68
13528,2021-05-03,娃娃菜,3.49,5.9,8.0,2.48
13535,2021-05-03,白玉菇(袋),2.85,5.9,8.0,6.57
13536,2021-05-03,竹叶菜,5.52,7.0,21.567,13.62
13537,2021-05-03,紫茄子(2),4.4,8.0,13.046,6.07
13540,2021-05-03,红薯尖,10.0,12.0,4.984,8.42
13542,2021-05-03,芜湖青椒(1),5.18,8.0,53.554,5.7
13543,2021-05-03,苋菜,5.0,6.0,8.262,18.52
13544,2021-05-03,菜心,3.4,6.0,2.776,13.699999999999998
13545,2021-05-03,菠菜,3.69,6.0,8.931000000000001,18.51
13548,2021-05-03,螺丝椒,6.65,12.0,9.375,10.18
13549,2021-05-03,西兰花,3.46,6.0,26.405,9.26
13557,2021-05-03,青茄子(1),4.81,6.0,2.09,5.01
13558,2021-05-03,高瓜(1),5.87,12.0,1.077,29.25
13561,2021-05-04,上海青,3.09,5.0,9.56,14.429999999999998
13563,2021-05-04,云南油麦菜,4.3,7.0,17.214,12.81
13564,2021-05-04,云南生菜,4.02,6.0,25.771,15.25
13565,2021-05-04,净藕(1),7.2,10.0,7.656,5.54
13568,2021-05-04,圆茄子(2),4.08,6.599999999999999,2.903,6.71
13571,2021-05-04,奶白菜,1.0,1.6,7.467,15.679999999999998
13572,2021-05-04,娃娃菜,3.33,5.9,5.0,2.48
13579,2021-05-04,白玉菇(袋),2.89,4.9,3.0,6.57
13580,2021-05-04,竹叶菜,5.07,6.0,22.395,13.62
13581,2021-05-04,紫茄子(2),3.84,8.0,9.112,6.07
13584,2021-05-04,红薯尖,8.6,12.0,12.234,8.42
13586,2021-05-04,芜湖青椒(1),5.55,8.0,22.129,5.7
13587,2021-05-04,苋菜,3.84,5.0,10.764,18.52
13588,2021-05-04,菜心,3.3999999999999995,6.0,4.164,13.7
13589,2021-05-04,菠菜,3.87,6.0,7.894,18.51
13592,2021-05-04,螺丝椒,8.44,14.0,10.632,10.18
13593,2021-05-04,西兰花,3.67,6.0,19.199,9.26
13600,2021-05-04,青茄子(1),3.41,6.0,1.556,5.01
13601,2021-05-04,高瓜(1),7.23,12.0,1.143,29.25
13604,2021-05-05,上海青,3.08,5.0,17.128,14.43
13606,2021-05-05,云南油麦菜,4.25,7.0,11.593,12.81
13607,2021-05-05,云南生菜,4.04,6.0,18.865,15.25
13608,2021-05-05,净藕(1),7.2,10.0,12.587,5.54
13611,2021-05-05,圆茄子(2),4.21,6.0,2.491,6.709999999999999
13614,2021-05-05,奶白菜,1.0,1.6,8.483,15.68
13615,2021-05-05,娃娃菜,3.32,5.900000000000001,6.0,2.48
13624,2021-05-05,白玉菇(袋),2.81,4.9,3.0,6.57
13625,2021-05-05,竹叶菜,5.06,6.0,15.703,13.62
13626,2021-05-05,紫茄子(2),3.84,8.0,8.771,6.07
13630,2021-05-05,红薯尖,8.6,12.0,10.767,8.42
13632,2021-05-05,芜湖青椒(1),6.15,8.0,37.902,5.7
13633,2021-05-05,苋菜,3.45,5.0,20.846,18.52
13634,2021-05-05,菜心,3.4,6.0,1.756,13.7
13635,2021-05-05,菠菜,4.63,7.0,8.787,18.51
13638,2021-05-05,螺丝椒,7.8,10.0,12.076,10.18
13639,2021-05-05,西兰花,3.91,6.0,18.227,9.26
13646,2021-05-05,青茄子(1),3.72,6.0,2.609,5.01
13647,2021-05-05,高瓜(1),6.85,12.0,2.765,29.25
13650,2021-05-06,上海青,3.11,5.0,9.679,14.43
13652,2021-05-06,云南油麦菜,4.29,7.0,5.989,12.81
13653,2021-05-06,云南生菜,4.1,6.0,15.988,15.25
13654,2021-05-06,净藕(1),7.2,10.0,4.789,5.54
13657,2021-05-06,圆茄子(2),4.15,6.0,2.442,6.71
13660,2021-05-06,奶白菜,1.0,1.6,7.47,15.68
13661,2021-05-06,娃娃菜,3.32,5.9,7.0,2.48
13668,2021-05-06,白玉菇(袋),2.66,4.9,3.0,6.57
13669,2021-05-06,竹叶菜,5.15,6.0,17.742,13.62
13670,2021-05-06,紫茄子(2),5.16,9.0,11.805,6.07
13674,2021-05-06,红薯尖,8.6,12.0,11.514,8.42
13676,2021-05-06,芜湖青椒(1),6.06,6.0,41.586,5.7
13677,2021-05-06,苋菜,3.44,5.0,6.627,18.52
13678,2021-05-06,菜心,3.4,6.0,7.326,13.7
13679,2021-05-06,菠菜,4.7,7.0,7.894,18.51
13682,2021-05-06,螺丝椒,6.76,8.0,6.955,10.18
13683,2021-05-06,西兰花,4.16,6.0,20.42,9.26
13690,2021-05-06,青茄子(1),3.87,6.0,4.816,5.01
13691,2021-05-06,高瓜(1),6.68,12.0,1.203,29.25
13694,2021-05-07,上海青,3.11,5.0,6.347,14.43
13696,2021-05-07,云南油麦菜,4.29,7.0,10.119,12.81
13697,2021-05-07,云南生菜,4.2,6.0,15.002,15.25
13698,2021-05-07,净藕(1),7.2,10.0,4.399,5.54
13700,2021-05-07,圆茄子(2),3.26,6.0,2.041,6.71
13703,2021-05-07,奶白菜,1.0,1.6,10.001,15.68
13704,2021-05-07,娃娃菜,3.31,5.9,5.0,2.48
13714,2021-05-07,白玉菇(袋),2.7000000000000006,4.9,3.0,6.57
13715,2021-05-07,竹叶菜,5.06,8.0,13.647,13.62
13716,2021-05-07,紫茄子(2),5.84,7.0,10.347,6.07
13720,2021-05-07,红薯尖,8.6,12.0,5.975,8.42
13722,2021-05-07,芜湖青椒(1),5.76,6.0,53.632,5.7
13723,2021-05-07,苋菜,3.39,5.0,13.977,18.520000000000003
13724,2021-05-07,菜心,3.4,6.0,2.208,13.7
13725,2021-05-07,菠菜,4.89,7.0,3.625,18.51
13728,2021-05-07,螺丝椒,5.35,8.0,7.37,10.18
13729,2021-05-07,西兰花,4.18,6.0,14.717,9.26
13736,2021-05-07,青茄子(1),4.26,6.0,5.7700000000000005,5.01
13737,2021-05-07,高瓜(1),6.71,12.0,2.037,29.25
13740,2021-05-08,上海青,3.08,5.0,5.341,14.43
13742,2021-05-08,云南油麦菜,4.29,7.0,11.996,12.81
13743,2021-05-08,云南生菜,4.22,6.0,17.93,15.25
13744,2021-05-08,净藕(1),7.2,10.0,8.86,5.54
13746,2021-05-08,圆茄子(2),2.97,5.0,0.462,6.71
13749,2021-05-08,奶白菜,1.0,1.6,4.496,15.68
13751,2021-05-08,娃娃菜,3.32,5.900000000000001,6.0,2.48
13760,2021-05-08,白玉菇(袋),2.72,4.9,2.0,6.57
13761,2021-05-08,竹叶菜,4.49,7.0,16.165,13.62
13762,2021-05-08,紫茄子(2),5.99,8.0,8.887,6.07
13766,2021-05-08,红薯尖,8.6,12.0,9.909,8.42
13768,2021-05-08,芜湖青椒(1),5.28,6.0,42.365,5.7
13769,2021-05-08,苋菜,3.18,4.0,22.311,18.52
13770,2021-05-08,菜心,3.4,6.0,3.897,13.7
13771,2021-05-08,菠菜,5.13,8.0,6.994,18.51
13773,2021-05-08,螺丝椒,5.35,8.0,11.304,10.18
13774,2021-05-08,西兰花,4.08,6.0,14.666,9.26
13781,2021-05-08,青茄子(1),4.18,7.0,2.737,5.01
13782,2021-05-08,高瓜(1),7.01,12.0,2.597,29.25
13785,2021-05-09,上海青,3.07,5.0,11.465,14.43
13787,2021-05-09,云南油麦菜,4.43,7.0,12.526,12.81
13788,2021-05-09,云南生菜,4.23,6.0,24.548,15.25
13789,2021-05-09,净藕(1),7.2,10.0,11.465,5.54
13791,2021-05-09,圆茄子(2),3.32,5.0,4.84,6.71
13794,2021-05-09,奶白菜,1.0,2.0,7.528,15.68
13796,2021-05-09,娃娃菜,3.32,5.9,4.0,2.48
13807,2021-05-09,白玉菇(袋),2.7,4.9,2.0,6.57
13808,2021-05-09,竹叶菜,4.33,7.0,19.992,13.62
13809,2021-05-09,紫茄子(2),5.99,7.0,16.763,6.07
13813,2021-05-09,红薯尖,8.45,12.0,8.114,8.42
13815,2021-05-09,芜湖青椒(1),4.82,6.0,66.127,5.7
13816,2021-05-09,苋菜,2.16,3.4,31.448,18.52
13817,2021-05-09,菜心,3.08,5.0,10.519,13.699999999999998
13818,2021-05-09,菠菜,5.13,8.0,6.091,18.51
13820,2021-05-09,螺丝椒,5.35,8.0,10.452,10.18
13821,2021-05-09,西兰花,3.89,6.0,22.037,9.26
13828,2021-05-09,青茄子(1),3.94,7.0,6.219,5.01
13829,2021-05-09,高瓜(1),6.94,12.0,2.68,29.25
13834,2021-05-10,上海青,3.11,5.0,4.077,14.43
13836,2021-05-10,云南油麦菜,4.68,7.0,7.021,12.81
13837,2021-05-10,云南生菜,4.1,6.0,20.207,15.25
13838,2021-05-10,净藕(1),7.2,10.0,3.507,5.54
13839,2021-05-10,圆茄子(2),2.7900000000000005,5.0,2.309,6.71
13842,2021-05-10,奶白菜,1.0,2.0,8.033,15.68
13843,2021-05-10,娃娃菜,3.32,5.900000000000001,3.0,2.48
13846,2021-05-10,木耳菜,4.24,8.0,3.108,7.61
13854,2021-05-10,白玉菇(袋),2.7,4.9,1.0,6.57
13855,2021-05-10,竹叶菜,4.28,5.0,13.797,13.62
13856,2021-05-10,紫茄子(2),5.910000000000001,7.0,14.227,6.07
13859,2021-05-10,红薯尖,7.52,8.0,12.861,8.42
13861,2021-05-10,芜湖青椒(1),3.93,5.017543859649122,41.488,5.7
13862,2021-05-10,苋菜,2.17,2.8,15.654,18.52
13863,2021-05-10,菜心,3.0,5.0,2.611,13.7
13865,2021-05-10,螺丝椒,5.17,8.0,8.296,10.18
13866,2021-05-10,西兰花,3.77,6.0,15.603,9.26
13872,2021-05-10,青茄子(1),3.5899999999999994,6.0,5.804,5.01
13873,2021-05-10,高瓜(1),6.980000000000001,12.0,1.553,29.25
13876,2021-05-11,上海青,3.11,5.0,5.421,14.43
13878,2021-05-11,云南油麦菜,4.64,7.0,5.446,12.81
13879,2021-05-11,云南生菜,3.82,6.0,10.905,15.25
13880,2021-05-11,净藕(1),7.2,10.0,4.199,5.54
13882,2021-05-11,圆茄子(2),2.86,5.6,1.846,6.71
13885,2021-05-11,奶白菜,1.0,2.0,13.39,15.679999999999998
13886,2021-05-11,娃娃菜,3.31,5.9,5.0,2.48
13896,2021-05-11,竹叶菜,3.62,5.0,20.545,13.62
13897,2021-05-11,紫茄子(2),4.86,5.0,14.778,6.070000000000001
13900,2021-05-11,红薯尖,5.840000000000001,8.0,18.41,8.42
13902,2021-05-11,芜湖青椒(1),3.44,4.0,23.618,5.7
13903,2021-05-11,苋菜,1.99,2.8,11.911,18.52
13904,2021-05-11,菜心,3.0,4.0,7.288,13.7
13905,2021-05-11,菠菜,5.12,7.0,3.384,18.51
13906,2021-05-11,螺丝椒,5.05,8.0,8.259,10.18
13907,2021-05-11,西兰花,3.73,6.0,15.537,9.26
13914,2021-05-11,青茄子(1),3.15,6.0,4.046,5.01
13915,2021-05-11,高瓜(1),7.03,10.0,1.764,29.25
13919,2021-05-12,上海青,3.08,5.0,2.3080000000000003,14.43
13921,2021-05-12,云南油麦菜,4.56,7.0,8.698,12.81
13922,2021-05-12,云南生菜,3.82,6.0,18.364,15.25
13923,2021-05-12,净藕(1),7.2,10.0,3.327,5.54
13925,2021-05-12,圆茄子(2),2.92,6.0,2.525,6.709999999999999
13928,2021-05-12,奶白菜,1.0,2.0,6.871,15.68
13929,2021-05-12,娃娃菜,3.32,5.900000000000001,3.0,2.48
13933,2021-05-12,木耳菜,4.24,8.0,2.456,7.61
13941,2021-05-12,白玉菇(袋),2.67,4.9,4.0,6.57
13942,2021-05-12,竹叶菜,3.61,5.0,16.771,13.62
13943,2021-05-12,紫茄子(2),3.96,5.0,13.654,6.069999999999999
13946,2021-05-12,红薯尖,5.4,8.0,6.026,8.42
13947,2021-05-12,芜湖青椒(1),3.32,4.0,20.502,5.7
13948,2021-05-12,苋菜,2.06,3.4,15.356,18.52
13949,2021-05-12,菜心,2.4,4.0,6.283,13.7
13950,2021-05-12,菠菜,5.11,7.0,2.6790000000000003,18.51
13952,2021-05-12,螺丝椒,4.8,8.0,10.013,10.18
13953,2021-05-12,西兰花,3.75,6.0,12.443,9.26
13960,2021-05-12,青茄子(1),2.54,5.0,0.964,5.01
13961,2021-05-12,高瓜(1),6.88,10.0,1.754,29.25
13965,2021-05-13,上海青,3.08,5.0,1.727,14.43
13967,2021-05-13,云南油麦菜,4.56,7.0,6.505,12.81
13968,2021-05-13,云南生菜,3.82,6.0,14.28,15.25
13969,2021-05-13,净藕(1),7.2,10.0,6.6850000000000005,5.54
13970,2021-05-13,圆茄子(2),3.12,6.0,1.556,6.71
13973,2021-05-13,奶白菜,1.0,2.0,6.720000000000001,15.68
13974,2021-05-13,娃娃菜,3.3300000000000005,5.9,7.0,2.48
13984,2021-05-13,白玉菇(袋),2.66,4.9,2.0,6.57
13985,2021-05-13,竹叶菜,3.61,5.0,4.359,13.62
13986,2021-05-13,紫茄子(2),3.65,5.0,10.12,6.07
13990,2021-05-13,红薯尖,5.4,8.0,7.757,8.42
13992,2021-05-13,芜湖青椒(1),4.77,4.0,19.599,5.7
13993,2021-05-13,苋菜,2.19,4.0,14.548,18.52
13994,2021-05-13,菜心,2.4,4.0,5.1,13.7
13995,2021-05-13,菠菜,4.55,7.0,1.3610000000000002,18.51
13997,2021-05-13,螺丝椒,5.13,8.0,15.176,10.18
13998,2021-05-13,西兰花,3.830000000000001,7.0,18.011,9.26
14005,2021-05-13,青茄子(1),2.54,4.6,4.651,5.01
14006,2021-05-13,高瓜(1),5.680000000000001,10.0,5.264,29.25
14011,2021-05-14,上海青,3.0800000000000005,5.0,9.015,14.429999999999998
14013,2021-05-14,云南油麦菜,4.56,7.0,7.539000000000001,12.81
14014,2021-05-14,云南生菜,3.82,6.0,21.808,15.25
14015,2021-05-14,净藕(1),7.2,10.0,8.277,5.54
14017,2021-05-14,圆茄子(2),2.84,6.0,1.4540000000000002,6.71
14020,2021-05-14,奶白菜,1.0,2.0,6.468,15.679999999999998
14021,2021-05-14,娃娃菜,3.28,5.9,2.0,2.48
14030,2021-05-14,白玉菇(袋),2.7,4.9,2.0,6.57
14031,2021-05-14,竹叶菜,2.86,4.0,36.764,13.62
14032,2021-05-14,紫茄子(2),3.4399999999999995,5.0,23.454,6.069999999999999
14036,2021-05-14,红薯尖,5.4,8.0,6.996,8.42
14037,2021-05-14,芜湖青椒(1),3.1,3.6,26.736,5.7
14038,2021-05-14,苋菜,2.17,4.0,6.936,18.52
14039,2021-05-14,菜心,3.0,5.0,7.047000000000001,13.7
14040,2021-05-14,菠菜,4.25,7.0,5.344,18.51
14042,2021-05-14,螺丝椒,5.14,8.0,12.07,10.18
14043,2021-05-14,西兰花,4.83,7.0,20.553,9.26
14050,2021-05-14,青茄子(1),2.46,4.6,5.982,5.01
14052,2021-05-14,高瓜(1),4.98,10.0,2.135,29.25
14056,2021-05-15,上海青,3.0800000000000005,5.0,3.334,14.429999999999998
14058,2021-05-15,云南油麦菜,4.11,7.0,15.263,12.81
14059,2021-05-15,云南生菜,3.42,6.0,45.538,15.25
14060,2021-05-15,净藕(1),7.2,10.0,10.153,5.54
14062,2021-05-15,圆茄子(2),2.71,6.0,6.957000000000001,6.71
14065,2021-05-15,奶白菜,1.1,2.0,6.773,15.68
14067,2021-05-15,娃娃菜,3.3,5.9,7.0,2.48
14078,2021-05-15,白玉菇(袋),2.7,4.9,2.0,6.57
14079,2021-05-15,竹叶菜,2.26,4.0,23.189,13.62
14080,2021-05-15,紫茄子(2),3.3,5.0,17.349,6.07
14084,2021-05-15,红薯尖,5.4,8.0,12.195,8.42
14085,2021-05-15,芜湖青椒(1),2.69,4.0,34.525,5.7
14086,2021-05-15,苋菜,2.2,4.0,9.325,18.52
14087,2021-05-15,菜心,3.0,5.0,5.68,13.7
14088,2021-05-15,菠菜,4.45,7.0,6.435,18.51
14090,2021-05-15,螺丝椒,4.87,8.0,31.904,10.18
14091,2021-05-15,西兰花,5.0600000000000005,7.0,23.772,9.26
14098,2021-05-15,青茄子(1),2.13,4.0,6.558,5.01
14099,2021-05-15,高瓜(1),4.92,10.0,2.246,29.25
14102,2021-05-16,上海青,3.08,5.0,9.779,14.43
14104,2021-05-16,云南油麦菜,4.0,7.0,32.269,12.81
14105,2021-05-16,云南生菜,3.3,6.0,29.216,15.25
14106,2021-05-16,净藕(1),7.2,10.0,5.063,5.54
14108,2021-05-16,圆茄子(2),2.62,6.0,1.104,6.71
14111,2021-05-16,奶白菜,1.2,2.0,8.739,15.68
14113,2021-05-16,娃娃菜,3.35,5.9,5.0,2.48
14121,2021-05-16,白玉菇(袋),2.64,4.5,4.0,6.57
14122,2021-05-16,竹叶菜,2.03,4.0,7.614,13.62
14123,2021-05-16,紫茄子(2),3.34,5.0,15.383,6.07
14127,2021-05-16,红薯尖,4.85,8.0,14.063,8.42
14129,2021-05-16,芜湖青椒(1),2.39,3.6,100.877,5.7
14130,2021-05-16,苋菜,1.88,3.0,9.7,18.52
14131,2021-05-16,菜心,3.0,5.0,4.577,13.7
14133,2021-05-16,螺丝椒,4.53,8.0,34.385,10.18
14134,2021-05-16,西兰花,5.72,8.0,31.318,9.26
14141,2021-05-16,青茄子(1),1.98,4.6,1.179,5.01
14142,2021-05-16,高瓜(1),4.91,10.0,1.3230000000000002,29.25
14146,2021-05-17,上海青,3.08,5.0,2.028,14.43
14148,2021-05-17,云南油麦菜,3.62,7.0,6.091,12.81
14149,2021-05-17,云南生菜,3.33,6.0,19.083,15.25
14150,2021-05-17,净藕(1),7.2,10.0,3.778,5.54
14152,2021-05-17,圆茄子(2),2.62,6.0,2.558,6.709999999999999
14155,2021-05-17,奶白菜,1.2,2.0,6.773000000000001,15.68
14156,2021-05-17,娃娃菜,3.31,5.900000000000001,3.0,2.48
14165,2021-05-17,竹叶菜,2.19,4.0,17.744,13.62
14166,2021-05-17,紫茄子(2),3.27,5.0,16.001,6.07
14169,2021-05-17,红薯尖,5.18,8.0,7.072,8.42
14171,2021-05-17,芜湖青椒(1),2.25,3.6,61.15,5.7
14172,2021-05-17,苋菜,1.93,3.0,10.001,18.52
14173,2021-05-17,菜心,3.0,5.0,3.052,13.7
14174,2021-05-17,菠菜,4.61,7.0,8.771,18.51
14176,2021-05-17,螺丝椒,4.47,6.0,5.971,10.18
14177,2021-05-17,西兰花,5.15,8.0,12.345,9.26
14184,2021-05-17,青茄子(1),2.08,4.6,3.866,5.01
14185,2021-05-17,高瓜(1),4.81,10.0,1.233,29.25
14188,2021-05-18,上海青,3.06,5.0,3.896,14.43
14190,2021-05-18,云南油麦菜,3.62,7.0,7.052,12.81
14191,2021-05-18,云南生菜,3.37,6.0,11.856,15.25
14192,2021-05-18,净藕(1),7.36,10.0,6.492,5.54
14194,2021-05-18,圆茄子(2),2.7099999999999995,6.0,2.341,6.71
14197,2021-05-18,奶白菜,1.2,2.0,10.105,15.68
14198,2021-05-18,娃娃菜,3.31,5.9,8.0,2.48
14202,2021-05-18,木耳菜,3.25,6.0,3.845,7.610000000000001
14209,2021-05-18,竹叶菜,2.26,4.0,20.307,13.62
14210,2021-05-18,紫茄子(2),3.29,5.0,14.116,6.07
14213,2021-05-18,红薯尖,5.07,8.0,7.031,8.42
14214,2021-05-18,芜湖青椒(1),2.36,3.6,55.477,5.7
14215,2021-05-18,苋菜,1.99,3.4,11.981,18.52
14216,2021-05-18,菜心,3.0,5.0,4.196,13.7
14217,2021-05-18,菠菜,4.6,7.0,4.285,18.51
14219,2021-05-18,螺丝椒,3.92,6.0,19.215,10.18
14220,2021-05-18,西兰花,4.75,8.0,21.519,9.26
14227,2021-05-18,青茄子(1),2.51,4.6,6.835,5.01
14228,2021-05-18,高瓜(1),4.71,10.0,2.817,29.25
14232,2021-05-19,上海青,2.76,5.0,3.736,14.43
14233,2021-05-19,云南油麦菜,3.62,6.0,7.626,12.81
14234,2021-05-19,云南生菜,3.32,6.0,12.56,15.25
14235,2021-05-19,净藕(1),7.4,10.0,6.382,5.54
14239,2021-05-19,奶白菜,1.2,2.0,4.397,15.68
14241,2021-05-19,娃娃菜,3.29,5.9,7.0,2.48
14250,2021-05-19,竹叶菜,2.41,3.6,15.894,13.62
14251,2021-05-19,紫茄子(2),3.29,5.0,10.021,6.07
14254,2021-05-19,红薯尖,4.81,8.0,11.882,8.42
14256,2021-05-19,芜湖青椒(1),2.41,3.2,50.797,5.7
14257,2021-05-19,苋菜,2.19,3.4,10.71,18.52
14258,2021-05-19,菜心,3.0,5.0,3.052,13.7
14259,2021-05-19,菠菜,4.6,8.0,3.585,18.51
14261,2021-05-19,螺丝椒,3.09,6.0,11.693,10.18
14262,2021-05-19,西兰花,4.69,7.0,23.154,9.26
14270,2021-05-19,青茄子(1),2.65,4.6,5.305,5.01
14271,2021-05-19,高瓜(1),4.55,10.0,5.817,29.25
14274,2021-05-20,上海青,2.76,5.0,5.663,14.429999999999998
14276,2021-05-20,云南油麦菜,3.62,6.0,8.648,12.81
14277,2021-05-20,云南生菜,3.3,6.0,19.451,15.25
14278,2021-05-20,净藕(1),7.400000000000001,10.0,2.507,5.54
14280,2021-05-20,圆茄子(2),2.71,6.0,0.97,6.71
14283,2021-05-20,奶白菜,1.2,2.0,3.941,15.68
14284,2021-05-20,娃娃菜,2.97,4.9,4.0,2.48
14288,2021-05-20,木耳菜,2.97,6.0,3.495,7.61
14297,2021-05-20,竹叶菜,2.41,4.0,19.444,13.62
14298,2021-05-20,紫茄子(2),3.31,5.0,14.238,6.07
14301,2021-05-20,红薯尖,4.8,8.0,7.259,8.42
14303,2021-05-20,芜湖青椒(1),2.41,4.0,40.383,5.7
14304,2021-05-20,苋菜,2.21,4.0,9.549,18.52
14305,2021-05-20,菜心,3.0,5.0,2.148,13.7
14306,2021-05-20,菠菜,4.61,8.0,3.535,18.51
14309,2021-05-20,螺丝椒,3.49,7.0,9.088,10.18
14310,2021-05-20,西兰花,4.7,8.0,8.171,9.26
14318,2021-05-20,青茄子(1),2.88,5.0,4.338,5.01
14319,2021-05-20,高瓜(1),4.37,10.0,6.468,29.25
14322,2021-05-21,上海青,2.76,5.0,2.6910000000000003,14.429999999999998
14324,2021-05-21,云南油麦菜,3.62,6.0,9.213,12.81
14325,2021-05-21,云南生菜,3.3,6.0,17.124,15.25
14326,2021-05-21,净藕(1),7.4,10.0,3.016,5.54
14330,2021-05-21,奶白菜,1.2,2.0,6.063,15.679999999999998
14331,2021-05-21,娃娃菜,2.75,4.9,8.0,2.48
14342,2021-05-21,竹叶菜,2.57,5.0,10.261,13.62
14343,2021-05-21,紫茄子(2),3.32,6.0,15.636,6.07
14346,2021-05-21,红薯尖,4.8,8.0,6.556,8.42
14348,2021-05-21,芜湖青椒(1),2.4,4.0,4.119,5.7
14349,2021-05-21,菜心,3.0,5.0,3.635,13.7
14352,2021-05-21,螺丝椒,4.01,7.0,18.619,10.18
14353,2021-05-21,西兰花,5.18,8.0,22.825,9.26
14361,2021-05-21,青茄子(1),2.99,5.0,5.423,5.01
14363,2021-05-21,高瓜(1),4.37,10.0,1.162,29.25
14367,2021-05-22,上海青,2.64,5.0,10.282,14.43
14369,2021-05-22,云南油麦菜,3.58,6.0,24.301,12.81
14370,2021-05-22,云南生菜,3.4,6.0,22.741,15.25
14371,2021-05-22,净藕(1),7.4,10.0,7.766,5.54
14373,2021-05-22,圆茄子(2),2.71,6.6,2.037,6.71
14376,2021-05-22,奶白菜,1.2,2.0,9.247,15.68
14377,2021-05-22,娃娃菜,2.87,4.9,9.0,2.48
14387,2021-05-22,竹叶菜,3.35,6.0,17.262,13.62
14388,2021-05-22,紫茄子(2),3.58,7.0,13.584,6.07
14391,2021-05-22,红薯尖,4.66,7.0,7.539,8.42
14393,2021-05-22,芜湖青椒(1),2.84,3.4,67.247,5.7
14394,2021-05-22,苋菜,2.21,5.0,9.562,18.52
14395,2021-05-22,菜心,2.73,5.0,3.313,13.7
14396,2021-05-22,菠菜,5.14,8.0,6.467,18.51
14398,2021-05-22,螺丝椒,4.17,6.0,16.188,10.18
14399,2021-05-22,西兰花,5.47,8.0,27.996,9.26
14406,2021-05-22,青茄子(1),3.0,5.0,5.985,5.01
14407,2021-05-22,高瓜(1),4.44,10.0,1.414,29.25
14410,2021-05-23,上海青,2.64,5.0,17.771,14.43
14412,2021-05-23,云南油麦菜,3.09,6.0,17.827,12.81
14413,2021-05-23,云南生菜,3.48,6.0,44.555,15.25
14414,2021-05-23,净藕(1),7.4,10.0,7.196,5.54
14416,2021-05-23,圆茄子(2),2.94,6.6,4.349,6.71
14419,2021-05-23,奶白菜,1.2,2.0,8.438,15.68
14420,2021-05-23,娃娃菜,2.88,4.9,5.0,2.48
14424,2021-05-23,洪湖藕带,38.78,16.0,5.0,24.05
14430,2021-05-23,竹叶菜,3.77,6.0,18.964,13.62
14431,2021-05-23,紫茄子(2),4.32,7.0,17.878,6.07
14436,2021-05-23,红薯尖,4.8,7.0,7.252,8.42
14438,2021-05-23,芜湖青椒(1),2.78,3.4,103.061,5.7
14439,2021-05-23,苋菜,2.21,5.0,13.11,18.52
14440,2021-05-23,菜心,2.92,5.0,9.055,13.7
14441,2021-05-23,螺丝椒,4.36,7.0,16.799,10.18
14442,2021-05-23,西兰花,5.42,8.0,45.695,9.26
14450,2021-05-23,青茄子(1),3.02,5.0,11.626,5.01
14451,2021-05-23,高瓜(1),4.48,10.0,5.033,29.25
14454,2021-05-24,上海青,2.85,5.0,9.818,14.429999999999998
14455,2021-05-24,云南油麦菜,3.04,6.0,13.111,12.81
14456,2021-05-24,云南生菜,3.67,6.0,25.771,15.25
14457,2021-05-24,净藕(1),7.4,10.0,3.0570000000000004,5.54
14459,2021-05-24,圆茄子(2),3.62,6.6,0.441,6.71
14462,2021-05-24,奶白菜,1.2,2.0,5.053,15.679999999999998
14463,2021-05-24,娃娃菜,2.89,4.9,5.0,2.48
14466,2021-05-24,木耳菜,3.19,5.0,3.5730000000000004,7.610000000000001
14473,2021-05-24,竹叶菜,3.83,6.0,17.679000000000002,13.62
14474,2021-05-24,紫茄子(2),4.1,7.0,15.618,6.070000000000001
14479,2021-05-24,红薯尖,5.21,7.0,10.892,8.42
14481,2021-05-24,芜湖青椒(1),2.66,3.4,32.455,5.7
14482,2021-05-24,苋菜,2.58,4.0,8.066,18.52
14483,2021-05-24,菜心,2.4,4.0,7.061,13.7
14484,2021-05-24,菠菜,5.39,8.0,7.144,18.51
14486,2021-05-24,螺丝椒,4.54,7.0,10.76,10.18
14487,2021-05-24,西兰花,4.98,8.0,16.294,9.26
14495,2021-05-24,青茄子(1),2.66,5.0,0.502,5.01
14496,2021-05-24,高瓜(1),4.67,10.0,1.223,29.25
14500,2021-05-25,上海青,3.09,5.0,8.996,14.43
14502,2021-05-25,云南油麦菜,3.0400000000000005,5.0,8.615,12.81
14503,2021-05-25,云南生菜,3.67,6.0,14.952,15.25
14504,2021-05-25,净藕(1),7.400000000000001,10.0,3.979,5.54
14506,2021-05-25,圆茄子(2),3.53,6.6,1.368,6.71
14509,2021-05-25,奶白菜,1.37,2.0,8.588000000000001,15.68
14511,2021-05-25,娃娃菜,2.87,4.9,6.0,2.48
