,分类名称,批发价格(元/千克)_否,批发价格(元/千克)_是,销售单价(元/千克)_否,销售单价(元/千克)_是,销量(千克)_否,销量(千克)_是,销量_zscore,销售单价_zscore,日期
5370,水生根茎类,4.771392405063291,12.51,7.032911392405064,7.5,59.631,0.655,0.8238946287251357,-0.9112850227005005,2022-12-28
5376,水生根茎类,4.888705882352942,3.51,7.439999999999999,4.5,64.593,1.694,0.9836349847960123,-0.8054866268284573,2022-12-29
5382,水生根茎类,4.385897435897436,4.7,6.635897435897436,5.166666666666667,60.665,1.86,0.857181917757237,-1.0144651140950376,2022-12-30
5388,水生根茎类,4.406532258064516,3.07,6.925806451612903,4.5,102.821,0.45,2.2142988969035224,-0.9391205619771389,2022-12-31
5394,水生根茎类,4.926614173228346,3.44,7.422047244094489,4.5,91.564,0.939,1.8519052676633252,-0.8101523746308994,2023-01-01
5400,水生根茎类,5.169156626506024,5.335,8.366265060240963,5.5,52.659,1.675,0.5994468732785113,-0.5647592871350658,2023-01-02
5406,水生根茎类,4.410151515151515,3.16,7.557575757575758,4.5,48.556,2.262,0.46736007743836494,-0.7749298234375527,2023-01-03
5412,水生根茎类,5.680847457627119,5.357272727272727,9.010169491525424,5.590909090909091,40.58,8.328,0.21059081503987434,-0.3974147467725366,2023-01-04
5418,水生根茎类,5.682727272727273,6.144444444444444,8.736363636363636,5.555555555555555,27.746,4.955,-0.20257075888467788,-0.46857424304936296,2023-01-05
5424,水生根茎类,5.091830985915493,9.1,7.394366197183099,7.266666666666667,58.725,0.945,0.7947280099020374,-0.817346411272175,2023-01-06
5430,水生根茎类,4.277846153846154,3.31,6.836923076923076,3.8,50.705,2.819,0.5365422671192019,-0.9622204922783927,2023-01-07
5436,水生根茎类,5.247763157894736,0.0,7.623684210526315,0.0,56.788,0.0,0.7323706802548612,-0.7577488752477402,2023-01-08
5442,水生根茎类,4.257547169811321,9.79,6.494339622641509,7.75,38.799,1.16,0.15325555220992054,-1.0512546220454382,2023-01-09
5448,水生根茎类,5.110714285714286,7.14,8.157142857142857,6.5,43.848,2.0,0.3157966763134786,-0.6191081272063215,2023-01-10
5454,水生根茎类,3.4981818181818185,7.737777777777778,5.5200000000000005,6.777777777777778,36.671,8.214,0.08474940998524802,-1.304476076016007,2023-01-11
5460,水生根茎类,3.728,7.14,6.301818181818183,6.5,37.65,6.0,0.11626609853691829,-1.1012890843960763,2023-01-12
5466,水生根茎类,4.287,10.24625,6.459999999999999,7.125,27.782,3.977,-0.20141182038839578,-1.0601791581846025,2023-01-13
5472,水生根茎类,5.646875,12.15,8.38125,9.0,111.361,1.363,2.4892248624104316,-0.5608648460744041,2023-01-14
5478,水生根茎类,5.644197530864197,0.0,8.893827160493828,0.0,92.61,0.0,1.8855788695275206,-0.4276509945218344,2023-01-15
5484,水生根茎类,5.0871641791044775,7.1,7.928358208955225,6.5,60.379,1.0,0.8479747952589961,-0.6785670467801308,2023-01-16
5490,水生根茎类,5.00547619047619,0.0,7.757142857142857,0.0,86.319,0.0,1.6830543673022318,-0.7230642624537277,2023-01-17
5496,水生根茎类,5.546626506024096,7.09,8.575903614457832,6.5,83.28,1.0,1.5852206425744217,-0.5102762523969667,2023-01-18
5514,水生根茎类,4.735263157894737,7.16,7.399999999999999,6.5,36.08,3.0,0.0657235030046176,-0.8158822403531979,2023-01-22
5520,水生根茎类,4.736111111111111,7.17,8.055555555555555,6.5,44.756,2.0,0.3450276806085926,-0.6455096853643929,2023-01-23
5526,水生根茎类,5.106304347826087,0.0,8.043478260869565,0.0,84.834,0.0,1.635248154330597,-0.648648457563892,2023-01-24
5532,水生根茎类,5.051313131313131,7.17,7.892929292929293,6.5,87.229,10.0,1.7123497570693613,-0.6877746797452827,2023-01-25
5538,水生根茎类,4.663625000000001,7.25,7.402500000000001,6.5,66.927,6.0,1.0587728306382989,-0.815232514507901,2023-01-26
5544,水生根茎类,4.925242718446602,7.29,7.181553398058253,6.5,86.434,1.0,1.6867565319431326,-0.8726544015926789,2023-01-27
5550,水生根茎类,4.631666666666667,7.05,6.861111111111111,6.5,59.873,4.0,0.8316852708390317,-0.9559342558948422,2023-01-28
5556,水生根茎类,4.991929824561404,0.0,7.459649122807018,0.0,48.473,0.0,0.46468808034971465,-0.8003800096584088,2023-01-29
5562,水生根茎类,4.88593220338983,7.16,7.369491525423729,6.5,48.383,4.0,0.46179073410900967,-0.8238110981263046,2023-01-30
5568,水生根茎类,4.720175438596492,0.0,6.652631578947368,0.0,40.683,0.0,0.21390666684868137,-1.0101160719996674,2023-01-31
5574,水生根茎类,4.509512195121952,7.11,6.614634146341463,6.5,30.281,2.0,-0.12096217310481658,-1.0199912376072513,2023-02-01
5580,水生根茎类,4.7835,0.0,7.140000000000001,0.0,32.252,0.0,-0.057510290433374,-0.8834537282640115,2023-02-02
5586,水生根茎类,4.058787878787879,7.12,6.1454545454545455,6.5,53.97,1.0,0.6416515501847827,-1.1419264827200626,2023-02-03
5592,水生根茎类,3.692038834951456,7.12,6.302912621359224,6.5,80.605,5.0,1.4991050737534637,-1.101004650133705,2023-02-04
5598,水生根茎类,4.433978494623656,7.15,5.961290322580645,6.5,79.513,4.0,1.463950606032908,-1.1897889848720944,2023-02-05
5604,水生根茎类,4.2,5.623333333333334,6.0,5.883333333333333,8.573,3.111,-0.819802086362895,-1.1797287137191195,2023-02-06
5610,水生根茎类,3.5575,6.06,5.71,7.2,22.399,3.254,-0.3747053183185706,-1.2550969117734891,2023-02-07
5616,水生根茎类,3.736363636363636,6.06,6.130909090909091,7.2,37.676,1.671,0.1171031096731221,-1.1457067058199684,2023-02-08
5622,水生根茎类,4.077884615384615,6.06,6.323076923076924,6.959999999999999,38.901,3.856,0.1565392112827198,-1.0957641429423681,2023-02-09
5628,水生根茎类,4.211147540983607,6.06,6.432786885245903,6.327272727272727,44.946,4.311,0.3511443004500812,-1.0672515837793024,2023-02-10
5634,水生根茎类,4.095168539325843,6.06,6.062921348314607,7.0,72.161,4.988,1.2272696109033063,-1.1633760632307635,2023-02-11
5640,水生根茎类,3.637058823529412,6.06,5.557647058823529,6.857142857142857,71.738,2.349,1.213652083571992,-1.2946919691691923,2023-02-12
5646,水生根茎类,5.7132258064516135,6.62,8.387096774193548,5.65,29.092,1.364,-0.1592393362181322,-0.5593453259523402,2023-02-13
5652,水生根茎类,4.132068965517242,7.16,5.69655172413793,6.5,37.561,2.0,0.11340094503222103,-1.2585919887343935,2023-02-14
5658,水生根茎类,3.571836734693877,6.234999999999999,5.134693877551021,5.083333333333333,38.839,2.37,0.1545432616502339,-1.4046134144584064,2023-02-15
5664,水生根茎类,4.061025641025641,7.14,6.451282051282052,6.5,28.783,4.0,-0.16918689164455306,-1.0624448688246095,2023-02-16
5670,水生根茎类,4.417307692307692,7.14,6.923076923076923,5.557142857142858,21.471,7.0,-0.4045801773338414,-0.9398299400712588,2023-02-17
5676,水生根茎类,4.3385,7.14,6.545,5.4,57.745,8.0,0.7631791286143592,-1.0380884794445284,2023-02-18
5682,水生根茎类,4.421551724137931,7.07,6.806896551724138,5.4,46.268,2.0,0.3937030974524389,-0.9700240960648687,2023-02-19
5688,水生根茎类,4.075714285714286,7.0,6.4,5.400000000000001,21.15,3.0,-0.4149140455923564,-1.0757725784717131,2023-02-20
5694,水生根茎类,4.184285714285714,7.09,6.411428571428572,5.400000000000001,21.144,3.0,-0.41510720200840345,-1.07280240317893,2023-02-21
5700,水生根茎类,4.101764705882353,7.12,6.470588235294118,5.400000000000001,28.124,3.0,-0.19040190467371632,-1.0574273781339356,2023-02-22
5706,水生根茎类,3.516666666666666,7.109999999999999,5.666666666666667,5.44,18.699,3.818,-0.4938184415475595,-1.2663588264252914,2023-02-23
5712,水生根茎类,3.905121951219512,7.21,6.029268292682927,5.400000000000001,29.391,6.0,-0.1496137081517896,-1.1721221672376019,2023-02-24
5718,水生根茎类,4.0175,7.230000000000001,6.258333333333333,5.4,36.824,5.0,0.0896748985944467,-1.1125903763718363,2023-02-25
5724,水生根茎类,3.5172916666666665,0.0,5.675,0.0,34.64,0.0,0.01936596315333551,-1.2641930736076372,2023-02-26
5730,水生根茎类,5.0321428571428575,7.16,7.685714285714286,5.45,12.036,1.295,-0.708318641567763,-0.7416278580336215,2023-02-27
5736,水生根茎类,4.148333333333333,0.0,6.493333333333334,0.0,21.011,0.0,-0.4193888358974454,-1.0515161469139849,2023-02-28
5742,水生根茎类,4.024545454545454,7.19,6.290909090909091,5.4,14.748,1.0,-0.621011941514515,-1.104124251721006,2023-03-01
5748,水生根茎类,3.4235714285714285,7.19,5.6000000000000005,5.4,19.735,2.0,-0.4604667670434427,-1.2836848489665256,2023-03-02
5754,水生根茎类,4.3705,0.0,6.7,0.0,29.054,0.0,-0.1604626601864299,-0.9978054770361585,2023-03-03
5760,水生根茎类,4.001875,0.0,6.2250000000000005,0.0,34.038,0.0,-1.4063923381180219e-05,-1.1212533876424533,2023-03-04
5766,水生根茎类,4.709189189189189,0.0,7.135135135135135,0.0,31.386,0.0,-0.08538919981615907,-0.8847180596386423,2023-03-05
5772,水生根茎类,9.47923076923077,7.113333333333333,13.784615384615384,5.433333333333334,15.767,2.644,-0.5882075435225312,0.8434176107111716,2023-03-06
5778,水生根茎类,4.022857142857142,0.0,6.171428571428571,0.0,19.542,0.0,-0.46667996509295473,-1.1351760843273742,2023-03-07
5784,水生根茎类,8.328461538461537,7.14,12.384615384615383,5.4,15.906,2.0,-0.5837327532174422,0.47957113734524953,2023-03-08
5790,水生根茎类,5.39,0.0,7.965217391304347,0.0,22.284,0.0,-0.3784074829594717,-0.6689877014166453,2023-03-09
5796,水生根茎类,7.9196875,11.49,11.8,9.566666666666668,20.047,1.565,-0.4504226334089982,0.32763524736827165,2023-03-10
5802,水生根茎类,5.413508771929824,18.33,8.743859649122806,17.8,38.155,0.335,0.13252343022087495,-0.46662610175884167,2023-03-11
5808,水生根茎类,5.781568627450981,0.0,9.537254901960784,0.0,33.314,0.0,-0.02332160479305349,-0.26043034123715425,2023-03-12
5814,水生根茎类,7.282413793103448,7.15,11.572413793103449,6.5,17.418,1.0,-0.535057336373596,0.2684877911068163,2023-03-13
5820,水生根茎类,4.706153846153846,0.0,7.446153846153846,0.0,9.612,0.0,-0.7863538336507546,-0.8038873016708045,2023-03-14
5826,水生根茎类,7.583703703703704,12.7,12.103703703703705,12.15,16.301000000000002,1.382,-0.5710166224943474,0.40656490561167274,2023-03-15
5832,水生根茎类,5.731428571428571,14.373333333333331,9.497142857142856,14.033333333333331,24.263,1.658,-0.3146980583999665,-0.27085507412751053,2023-03-16
5838,水生根茎类,6.150701754385964,7.154285714285714,9.782456140350876,5.571428571428571,40.211,5.854,0.19871169545298328,-0.1967049084848746,2023-03-17
5844,水生根茎类,5.419444444444444,0.0,8.817777777777778,0.0,52.936,0.0,0.6083642611526816,-0.4474154943096131,2023-03-18
5850,水生根茎类,5.56765625,0.0,9.2875,0.0,41.768,0.0,0.24883578541718218,-0.32533922715449926,2023-03-19
5856,水生根茎类,7.486774193548388,16.43,12.47741935483871,17.8,22.51,0.48,-0.37113192462170097,0.5036899925453308,2023-03-20
5862,水生根茎类,9.478076923076925,0.0,16.23076923076923,0.0,12.098,0.0,-0.7063226919352773,1.4791493608780024,2023-03-21
5868,水生根茎类,7.214615384615385,7.08,11.569230769230767,10.0,17.337,0.372,-0.5376649479902306,0.2676605539563058,2023-03-22
5874,水生根茎类,6.099459459459459,15.47,9.756756756756756,17.9,24.959,0.496,-0.2922919141385135,-0.20338392997658775,2023-03-23
5880,水生根茎类,7.15404761904762,14.31,12.238095238095235,21.75,21.756,0.723,-0.39540524757160844,0.44149196692495385,2023-03-24
5886,水生根茎类,7.363538461538462,0.0,12.055384615384616,0.0,40.776,0.0,0.21690059129741013,0.3940072414108465,2023-03-25
5892,水生根茎类,6.073409090909092,0.0,10.227272727272728,0.0,30.047,0.0,-0.12849527333064986,-0.08110137530903017,2023-03-26
5898,水生根茎类,8.100357142857144,14.26,13.928571428571429,17.9,15.155,0.281,-0.6079094979593261,0.8808303956491121,2023-03-27
5904,水生根茎类,7.274285714285713,14.289999999999996,12.371428571428572,15.9,13.284,1.532,-0.6681421070299852,0.47614401200742346,2023-03-28
5910,水生根茎类,6.0104,9.566666666666666,10.496,12.333333333333334,18.377,4.672,-0.5041845025420824,-0.011261753538272851,2023-03-29
5916,水生根茎类,7.4636,7.12,11.912,6.933333333333334,11.542,1.612,-0.7242218531556334,0.35674296523754545,2023-03-30
5922,水生根茎类,8.190999999999999,13.77,14.355,17.1,19.923,2.238,-0.45441453267396975,0.9916550612610792,2023-03-31
5928,水生根茎类,5.982926829268292,0.0,10.190243902439024,0.0,26.836,0.0,-0.23186614865180757,-0.09072480911519297,2023-04-01
5934,水生根茎类,5.788095238095238,0.0,9.55714285714286,0.0,27.876,0.0,-0.19838570320365925,-0.25526165384039856,2023-04-02
5940,水生根茎类,7.458200000000001,13.75,12.768,19.48,27.654,2.067,-0.20553249059739864,0.5792090946669949,2023-04-03
5946,水生根茎类,5.846896551724138,0.0,9.696551724137931,0.0,14.977,0.0,-0.6136398049687207,-0.2190306362603304,2023-04-04
5952,水生根茎类,5.264318181818182,0.0,9.0,0.0,24.199,0.0,-0.31675839350446794,-0.40005769936357244,2023-04-05
5958,水生根茎类,8.809565217391304,0.0,15.51304347826087,0.0,9.889,0.0,-0.7774364457765844,1.2926193723822388,2023-04-06
5964,水生根茎类,7.7783870967741935,0.0,13.206451612903226,0.0,16.629,0.0,-0.5604574050837776,0.6931584325930227,2023-04-07
5970,水生根茎类,6.678787878787879,7.04,11.727272727272728,5.0,20.358,0.372,-0.44041069251056153,0.3087341318687434,2023-04-08
5976,水生根茎类,7.976136363636363,0.0,13.763636363636364,0.0,30.084,0.0,-0.12730414209836,0.8379653658555387,2023-04-09
5982,水生根茎类,8.245172413793103,0.0,14.827586206896552,0.0,17.868,0.0,-0.5205706051700704,1.1144756503615707,2023-04-10
5988,水生根茎类,6.620909090909091,7.21,11.127272727272729,5.4,6.577,1.0,-0.8840587874345334,0.15279992899763406,2023-04-11
5994,水生根茎类,6.746,0.0,11.645714285714286,0.0,19.088,0.0,-0.48129546724051175,0.28753788091570054,2023-04-12
6000,水生根茎类,7.255217391304348,0.0,12.843478260869563,0.0,15.052,0.0,-0.6112253497681331,0.5988251654049831,2023-04-13
6006,水生根茎类,7.487999999999999,0.0,12.874285714285715,0.0,26.338,0.0,-0.24789813118370924,0.6068317248898772,2023-04-14
6012,水生根茎类,7.158222222222222,7.25,12.80888888888889,5.4,27.049,1.0,-0.22500909588213872,0.5898357218256185,2023-04-15
6018,水生根茎类,8.487714285714285,0.0,12.902857142857144,0.0,16.458,0.0,-0.5659623629411175,0.6142571631218348,2023-04-16
6024,水生根茎类,9.136923076923075,7.04,13.969230769230771,5.0,6.313,0.753,-0.8925576697406018,0.8913973654407444,2023-04-17
6030,水生根茎类,6.2445,0.0,9.72,0.0,15.097,0.0,-0.6097766766477806,-0.21293665591824099,2023-04-18
6036,水生根茎类,6.851333333333333,0.0,10.506666666666668,0.0,12.216,0.0,-0.7025239490863527,-0.008489589931675194,2023-04-19
6042,水生根茎类,7.745238095238095,0.0,11.695238095238096,0.0,12.171,0.0,-0.7039726222067053,0.3004086405177606,2023-04-20
6048,水生根茎类,6.066756756756757,11.5,9.18918918918919,9.85,25.82,3.114,-0.2645739684357677,-0.35088925701682616,2023-04-21
6054,水生根茎类,5.793571428571429,7.08,9.133333333333336,9.0,25.397,1.706,-0.2781914957670819,-0.3654056542811029,2023-04-22
6060,水生根茎类,8.003913043478262,0.0,12.591304347826089,0.0,10.291,0.0,-0.7644949659014348,0.5332876018794452,2023-04-23
6066,水生根茎类,6.201818181818182,7.05,9.618181818181816,10.0,12.517,0.763,-0.6928339355479944,-0.23939821761758162,2023-04-24
6072,水生根茎类,5.061333333333334,7.05,7.866666666666666,5.0,9.321,0.6719999999999999,-0.7957219198290346,-0.694600082564557,2023-04-25
6078,水生根茎类,13.157142857142857,0.0,18.97142857142857,0.0,4.702,0.0,-0.9444201674492237,2.191420243589627,2023-04-26
6084,水生根茎类,14.3725,15.663333333333332,19.28,17.2,10.343,1.332,-0.7628209436290274,2.271614976494769,2023-04-27
6090,水生根茎类,7.818,32.91,11.36,29.700000000000003,13.507,0.571,-0.6609631269002381,0.21328349859612444,2023-04-28
6096,水生根茎类,7.103333333333333,7.040000000000001,10.36923076923077,6.8,23.006,1.687,-0.35516432756181493,-0.04420785178591237,2023-04-29
6102,水生根茎类,12.340588235294115,32.91,16.541176470588233,39.6,16.389,0.594,-0.568183661725658,1.5598212033889982,2023-04-30
6108,水生根茎类,10.403953488372093,32.8,14.102325581395348,19.8,22.254,0.5,-0.3793732650397067,0.9259874211760167,2023-05-01
6114,水生根茎类,8.123333333333333,0.0,11.351111111111113,0.0,20.191,0.0,-0.44578687942387,0.21097336225729374,2023-05-02
6120,水生根茎类,7.805263157894736,0.0,11.389473684210529,0.0,11.586,0.0,-0.7228053727712888,0.2209434243511973,2023-05-03
6126,水生根茎类,8.804583333333333,0.0,12.25,0.0,9.037,0.0,-0.8048646568552598,0.44458589952160354,2023-05-04
6132,水生根茎类,6.307499999999999,0.0,9.157142857142857,0.0,13.454,0.0,-0.6626693419086532,-0.3592177890878058,2023-05-05
6138,水生根茎类,6.208055555555556,0.0,8.988888888888889,0.0,17.781,0.0,-0.523371373202752,-0.4029453697871115,2023-05-06
6144,水生根茎类,6.875,0.0,10.085714285714284,0.0,18.818,0.0,-0.48998750596262713,-0.11789104654918452,2023-05-07
6150,水生根茎类,11.035,20.0,16.62,25.200000000000003,9.134,0.494,-0.8017419614624997,1.5803066770995173,2023-05-08
6156,水生根茎类,10.334375,0.0,15.9,0.0,7.406,0.0,-0.8573710092840383,1.393185633654186,2023-05-09
6162,水生根茎类,6.473157894736842,0.0,10.0,0.0,10.336,0.0,-0.7630462927810823,-0.14016736124505674,2023-05-10
6168,水生根茎类,12.728125,0.0,18.75,0.0,9.518,0.0,-0.7893799508354911,2.1338730972919557,2023-05-11
6174,水生根茎类,12.555128205128206,0.0,18.143589743589743,0.0,16.347,0.0,-0.5695357566379871,1.976272930714958,2023-05-12
6180,水生根茎类,12.286190476190477,0.0,18.26666666666667,0.0,20.655,0.0,-0.4308494499162346,2.008259433868007,2023-05-13
6186,水生根茎类,10.06103448275862,0.0,15.406896551724138,0.0,15.86,0.0,-0.5852136190738026,1.265032811754366,2023-05-14
6192,水生根茎类,7.278125,0.0,11.325,0.0,7.475,0.0,-0.8551497104994976,0.20418733676197634,2023-05-15
6198,水生根茎类,8.374500000000001,0.0,13.02,0.0,9.603,0.0,-0.7866435682748251,0.6447014598728605,2023-05-16
6204,水生根茎类,9.47551724137931,0.0,15.089655172413794,0.0,12.893,0.0,-0.6807294668090486,1.1825848424202163,2023-05-17
6210,水生根茎类,9.27777777777778,0.0,14.355555555555558,0.0,8.812,0.0,-0.8121080224570226,0.9917994447822566,2023-05-18
6216,水生根茎类,7.614375,0.0,11.75,0.0,9.66,0.0,-0.7848085823223786,0.3146407304623457,2023-05-19
6222,水生根茎类,11.6128,0.0,17.664,0.0,11.094,0.0,-0.7386441988871434,1.851632190095248,2023-05-20
6228,水生根茎类,12.011379310344829,0.0,18.22068965517241,0.0,13.615,0.0,-0.6574863114113918,1.9963104528050852,2023-05-21
6234,水生根茎类,6.818571428571429,0.0,10.228571428571428,0.0,8.411,0.0,-0.8250173095961643,-0.08076385538939623,2023-05-22
6240,水生根茎类,7.760740740740742,0.0,11.614814814814816,0.0,14.637,0.0,-0.6245853352113846,0.279507406975954,2023-05-23
6246,水生根茎类,11.015217391304349,0.0,16.83478260869565,0.0,9.414,0.0,-0.7927279953803059,1.6361266018954066,2023-05-24
